time,open,high,low,close,volume
2025-10-02T00:45,6765.5,6771.0,6764.5,6768.5,4295.0
2025-10-02T01:45,6768.5,6771.5,6767.5,6768.5,3644.0
2025-10-02T02:45,6768.5,6770.25,6764.5,6766.5,7072.0
2025-10-02T03:45,6766.5,6770.75,6763.75,6768.0,12314.0
2025-10-02T04:45,6768.25,6775.0,6766.75,6771.75,13780.0
2025-10-02T05:45,6772.0,6774.5,6765.5,6769.0,9309.0
2025-10-02T06:45,6769.0,6775.25,6769.0,6772.0,10168.0
2025-10-02T07:45,6772.0,6777.75,6771.25,6775.5,11910.0
2025-10-02T08:45,6775.5,6781.0,6775.0,6778.0,17923.0
2025-10-02T09:45,6778.0,6782.25,6763.0,6765.25,125996.0
2025-10-02T10:45,6765.25,6770.75,6751.5,6755.0,199744.0
2025-10-02T11:45,6755.0,6755.5,6741.5,6747.75,177357.0
2025-10-02T12:45,6747.75,6758.25,6747.75,6754.75,107578.0
2025-10-02T13:45,6754.5,6765.0,6753.5,6761.5,87624.0
2025-10-02T14:45,6761.5,6771.5,6761.25,6768.25,86641.0
2025-10-02T15:45,6768.0,6770.5,6763.5,6767.75,88819.0
2025-10-02T16:45,6767.5,6769.0,6762.5,6764.25,134565.0
2025-10-02T18:45,6764.0,6766.25,6758.75,6764.25,5679.0
2025-10-02T19:45,6764.5,6768.5,6763.75,6767.75,3084.0
2025-10-02T20:45,6767.75,6774.5,6767.0,6773.75,5672.0
2025-10-02T21:45,6774.0,6777.0,6771.5,6777.0,5256.0
2025-10-02T22:45,6777.25,6777.75,6773.75,6776.0,4347.0
2025-10-02T23:45,6775.75,6780.0,6775.5,6779.75,3134.0
2025-10-03T00:45,6779.75,6781.5,6779.25,6780.75,3064.0
2025-10-03T01:45,6780.75,6784.25,6780.25,6781.75,4166.0
2025-10-03T02:45,6782.0,6784.75,6776.75,6782.25,6248.0
2025-10-03T03:45,6782.0,6785.75,6781.75,6783.75,8774.0
2025-10-03T04:45,6783.75,6785.25,6782.5,6784.0,9093.0
2025-10-03T05:45,6784.0,6786.5,6782.5,6786.25,8697.0
2025-10-03T06:45,6786.5,6787.5,6779.75,6781.75,7225.0
2025-10-03T07:45,6782.0,6782.25,6773.0,6778.5,11525.0
2025-10-03T08:45,6778.5,6779.5,6766.5,6768.5,18947.0
2025-10-03T09:45,6768.5,6786.0,6767.0,6783.5,94522.0
2025-10-03T10:45,6783.5,6795.5,6771.75,6792.25,194750.0
2025-10-03T11:45,6792.25,6795.5,6786.0,6792.75,121405.0
2025-10-03T12:45,6792.75,6800.0,6792.5,6795.25,86249.0
2025-10-03T13:45,6795.5,6796.5,6767.0,6768.75,215293.0
2025-10-03T14:45,6769.0,6779.75,6754.0,6766.75,216744.0
2025-10-03T15:45,6766.75,6775.5,6765.75,6772.5,113993.0
2025-10-03T16:45,6772.5,6772.5,6760.25,6762.0,160565.0
