time,open,high,low,close,volume
2025-10-06T10:00,6772.25,6774.25,6767.25,6772.25,24618.0
2025-10-06T10:05,6772.25,6773.0,6767.25,6767.75,13559.0
2025-10-06T10:10,6768.0,6775.25,6766.5,6775.0,16662.0
2025-10-06T10:15,6775.25,6776.75,6773.5,6774.75,13975.0
2025-10-06T10:20,6775.0,6778.5,6773.0,6776.0,12340.0
2025-10-06T10:25,6776.0,6779.0,6775.5,6777.25,11323.0
2025-10-06T10:30,6777.25,6779.75,6776.25,6777.25,13571.0
2025-10-06T10:35,6777.25,6780.5,6776.5,6780.0,12342.0
2025-10-06T10:40,6780.0,6780.25,6773.5,6777.0,20059.0
2025-10-06T10:45,6777.25,6780.75,6775.5,6780.0,11123.0
2025-10-06T10:50,6780.0,6780.0,6776.75,6778.5,9485.0
2025-10-06T10:55,6778.25,6780.0,6776.75,6780.0,6649.0
2025-10-06T11:00,6780.0,6782.25,6779.25,6782.0,10566.0
2025-10-06T11:05,6782.25,6783.75,6781.75,6782.75,11257.0
2025-10-06T11:10,6782.5,6784.25,6780.75,6781.0,10435.0
2025-10-06T11:15,6781.0,6784.0,6781.0,6783.25,8021.0
2025-10-06T11:20,6783.25,6784.5,6782.0,6783.5,7002.0
2025-10-06T11:25,6783.25,6786.0,6782.0,6784.0,8274.0
2025-10-06T11:30,6784.0,6786.0,6782.75,6786.0,7098.0
2025-10-06T11:35,6786.0,6786.5,6784.5,6785.25,6210.0
2025-10-06T11:40,6785.25,6786.75,6783.75,6786.5,6199.0
2025-10-06T11:45,6786.5,6789.75,6786.25,6789.25,11522.0
2025-10-06T11:50,6789.25,6791.0,6788.0,6790.25,12494.0
2025-10-06T11:55,6790.25,6791.75,6789.25,6790.5,8296.0
2025-10-06T12:00,6790.25,6791.25,6787.5,6789.0,10322.0
2025-10-06T12:05,6789.0,6790.5,6788.0,6788.25,6385.0
2025-10-06T12:10,6788.25,6788.5,6785.25,6786.25,9761.0
2025-10-06T12:15,6786.25,6788.5,6785.5,6787.0,8004.0
2025-10-06T12:20,6787.25,6789.5,6786.25,6789.5,5733.0
2025-10-06T12:25,6789.5,6791.25,6788.75,6790.75,5358.0
2025-10-06T12:30,6790.75,6791.0,6787.5,6788.0,5755.0
2025-10-06T12:35,6787.75,6788.5,6786.5,6787.5,5885.0
2025-10-06T12:40,6787.5,6788.25,6786.0,6788.0,6088.0
2025-10-06T12:45,6788.0,6790.25,6787.75,6788.0,5201.0
2025-10-06T12:50,6788.25,6789.75,6787.25,6789.25,4464.0
2025-10-06T12:55,6789.25,6790.0,6788.25,6789.75,4049.0
2025-10-06T13:00,6789.75,6790.0,6787.75,6788.75,5239.0
2025-10-06T13:05,6788.75,6789.0,6786.75,6787.0,4527.0
2025-10-06T13:10,6787.25,6788.25,6785.75,6788.25,5563.0
2025-10-06T13:15,6788.0,6789.25,6786.5,6788.75,5626.0
